IDChamado;DataAbertura;Solicitante;Departamento;Categoria;DescricaoCurta;Urgencia;Status;TecnicoResponsavel;DataFechamento
HD-407;19/01/2025 09:24;Bruno Alves;Logística;Backup;Solicitação de instalação do Office;Baixa;Pendente;Guilherme;
HD-408;06/02/2025 09:04;Carlos Silva;Logística;Problemas de rede;Problema com impressão;Baixa;Aberto;Gabriel;
HD-409;22/02/2025 16:33;Ana Paula;Logística;Acesso ao sistema;Troca de senha solicitada;Média;Fechado;Gabriel;24/02/2025 08:04
HD-410;06/03/2025 08:55;Bruno Alves;TI;Backup;Troca de senha solicitada;Alta;Pendente;Guilherme;
HD-411;26/02/2025 12:55;Fernando Lima;Financeiro;Backup;Problema com impressão;Baixa;Em andamento;Guilherme;
HD-412;14/02/2025 15:02;João Mendes;Comercial;Falha em equipamento;Erro ao abrir planilha;Média;Resolvido;Guilherme;17/02/2025 08:03
HD-413;07/02/2025 09:31;Fernando Lima;Operações;Solicitação de software;Solicitação de instalação do Office;Baixa;Em andamento;Guilherme;
HD-414;14/11/2024 09:17;Juliana Castro;RH;Falha em equipamento;Solicitação de instalação do Office;Alta;Em andamento;Gabriel;
HD-415;31/03/2025 15:58;Ana Paula;Financeiro;Problemas de rede;Usuário não consegue acessar o sistema;Alta;Em andamento;Guilherme;
HD-416;20/03/2025 15:00;Fernando Lima;TI;Backup;Conexão com servidor instável;Crítica;Aberto;Gabriel;
HD-417;24/11/2024 13:11;Carlos Silva;RH;Backup;Troca de senha solicitada;Média;Resolvido;Guilherme;25/11/2024 08:49
HD-418;14/01/2025 16:45;Mariana Dias;Jurídico;Solicitação de software;Conexão com servidor instável;Média;Pendente;Gabriel;
HD-419;05/04/2025 09:11;Ana Paula;Financeiro;Solicitação de software;Troca de senha solicitada;Média;Pendente;Gabriel;
HD-420;30/12/2024 08:46;João Mendes;Marketing;Problemas de rede;Usuário não consegue acessar o sistema;Baixa;Em andamento;Gabriel;
HD-421;21/11/2024 08:11;Carlos Silva;TI;Solicitação de software;Solicitação de instalação do Office;Crítica;Pendente;Gabriel;
HD-422;21/12/2024 14:47;Bruno Alves;TI;Backup;Conexão com servidor instável;Alta;Fechado;Guilherme;23/12/2024 18:47
HD-423;02/04/2025 09:45;Fernando Lima;Comercial;Backup;Usuário não consegue acessar o sistema;Média;Aberto;Guilherme;
HD-424;27/02/2025 09:34;Fernando Lima;Logística;Erro em sistema;Troca de senha solicitada;Média;Resolvido;Gabriel;28/02/2025 16:34
HD-425;11/10/2024 15:12;João Mendes;Jurídico;Backup;Problema com impressão;Média;Aberto;Gabriel;
HD-426;17/12/2024 16:58;Carlos Silva;Marketing;Erro em sistema;Troca de senha solicitada;Média;Em andamento;Guilherme;
HD-427;26/01/2025 14:24;Luciana Rocha;RH;Solicitação de software;Troca de senha solicitada;Baixa;Aberto;Gabriel;
HD-428;03/02/2025 16:43;Juliana Castro;Jurídico;Troca de senha;Erro ao abrir planilha;Média;Aberto;Guilherme;
HD-429;05/01/2025 14:08;Luciana Rocha;Jurídico;Problemas de rede;Usuário não consegue acessar o sistema;Alta;Aberto;Guilherme;
HD-430;18/01/2025 11:27;Mariana Dias;Marketing;Solicitação de software;Conexão com servidor instável;Crítica;Em andamento;Guilherme;
HD-431;25/10/2024 10:28;Fernando Lima;RH;Problemas de rede;Conexão com servidor instável;Crítica;Pendente;Gabriel;
HD-432;16/10/2024 14:38;Bruno Alves;Operações;Problemas de rede;Solicitação de instalação do Office;Crítica;Fechado;Gabriel;17/10/2024 14:38
HD-433;05/11/2024 12:06;Juliana Castro;Marketing;Acesso ao sistema;Conexão com servidor instável;Baixa;Em andamento;Guilherme;
HD-434;21/12/2024 14:21;Mariana Dias;Logística;Troca de senha;Conexão com servidor instável;Baixa;Fechado;Gabriel;23/12/2024 10:21
HD-435;14/03/2025 14:56;Bruno Alves;Financeiro;Troca de senha;Problema com impressão;Baixa;Pendente;Gabriel;
HD-436;18/10/2024 08:40;Ana Paula;Marketing;Erro em sistema;Conexão com servidor instável;Alta;Resolvido;Paulo;18/10/2024 14:40
HD-437;21/12/2024 14:56;Carlos Silva;Financeiro;Acesso ao sistema;Solicitação de instalação do Office;Baixa;Pendente;Paulo;
HD-438;21/11/2024 11:31;Ana Paula;Comercial;Problemas de rede;Troca de senha solicitada;Crítica;Aberto;Gabriel;
HD-439;29/12/2024 13:47;Carlos Silva;Jurídico;Problemas de rede;Usuário não consegue acessar o sistema;Média;Aberto;Guilherme;
HD-440;04/12/2024 13:10;Juliana Castro;Logística;Troca de senha;Solicitação de instalação do Office;Média;Em andamento;Gabriel;
HD-441;04/02/2025 13:05;Bruno Alves;Financeiro;Problemas de rede;Troca de senha solicitada;Alta;Pendente;Gabriel;
HD-442;01/12/2024 14:34;Luciana Rocha;TI;Erro em sistema;Conexão com servidor instável;Média;Aberto;Gabriel;
HD-443;01/12/2024 15:45;Luciana Rocha;Financeiro;Falha em equipamento;Erro ao abrir planilha;Alta;Fechado;Gabriel;02/12/2024 13:45
HD-444;05/02/2025 16:51;Mariana Dias;Logística;Solicitação de software;Usuário não consegue acessar o sistema;Baixa;Resolvido;Paulo;06/02/2025 18:51
HD-445;12/12/2024 13:41;Mariana Dias;Comercial;Acesso ao sistema;Problema com impressão;Crítica;Pendente;Gabriel;
HD-446;27/02/2025 14:08;Mariana Dias;Operações;Acesso ao sistema;Usuário não consegue acessar o sistema;Média;Em andamento;Gabriel;
HD-447;18/11/2024 14:28;Carlos Silva;Logística;Problemas de rede;Conexão com servidor instável;Baixa;Aberto;Guilherme;
HD-448;29/01/2025 12:08;Juliana Castro;Logística;Falha em equipamento;Problema com impressão;Alta;Fechado;Gabriel;29/01/2025 17:08
HD-449;31/10/2024 15:36;Mariana Dias;Logística;Troca de senha;Usuário não consegue acessar o sistema;Alta;Resolvido;Guilherme;02/11/2024 09:36
HD-450;18/12/2024 08:25;Bruno Alves;RH;Acesso ao sistema;Solicitação de instalação do Office;Média;Em andamento;Guilherme;
HD-451;24/10/2024 09:49;Ana Paula;Financeiro;Problemas de rede;Erro ao abrir planilha;Média;Pendente;Guilherme;
HD-452;05/02/2025 12:07;Carlos Silva;Logística;Problemas de rede;Troca de senha solicitada;Média;Em andamento;Guilherme;
HD-453;07/02/2025 15:17;Fernando Lima;TI;Erro em sistema;Conexão com servidor instável;Média;Em andamento;Gabriel;
HD-454;07/11/2024 13:02;João Mendes;Operações;Solicitação de software;Conexão com servidor instável;Média;Pendente;Gabriel;
HD-455;26/12/2024 11:06;João Mendes;RH;Erro em sistema;Conexão com servidor instável;Alta;Em andamento;Guilherme;
HD-456;29/12/2024 15:24;Mariana Dias;TI;Backup;Problema com impressão;Baixa;Em andamento;Gabriel;
HD-457;03/01/2025 15:07;Bruno Alves;Financeiro;Backup;Problema com impressão;Crítica;Resolvido;Gabriel;05/01/2025 08:18
HD-458;10/03/2025 14:26;Luciana Rocha;Operações;Falha em equipamento;Conexão com servidor instável;Crítica;Em andamento;Gabriel;
HD-459;09/03/2025 16:20;Mariana Dias;Marketing;Falha em equipamento;Solicitação de instalação do Office;Baixa;Aberto;Paulo;
HD-460;10/10/2024 14:16;Fernando Lima;Comercial;Erro em sistema;Solicitação de instalação do Office;Baixa;Pendente;Gabriel;
HD-461;15/03/2025 10:54;Luciana Rocha;Operações;Erro em sistema;Erro ao abrir planilha;Crítica;Fechado;Gabriel;16/03/2025 08:37
HD-462;10/10/2024 08:39;João Mendes;Logística;Problemas de rede;Solicitação de instalação do Office;Crítica;Resolvido;Gabriel;13/10/2024 08:32
HD-463;27/10/2024 16:57;Mariana Dias;Jurídico;Acesso ao sistema;Problema com impressão;Média;Resolvido;Gabriel;27/10/2024 18:25
HD-464;18/03/2025 10:12;Fernando Lima;TI;Problemas de rede;Problema com impressão;Crítica;Fechado;Guilherme;19/03/2025 08:32
HD-465;09/12/2024 09:07;Fernando Lima;Comercial;Falha em equipamento;Erro ao abrir planilha;Alta;Resolvido;Guilherme;11/12/2024 08:00
HD-466;19/11/2024 08:52;Luciana Rocha;Comercial;Problemas de rede;Usuário não consegue acessar o sistema;Alta;Em andamento;Gabriel;
HD-467;14/01/2025 10:58;Bruno Alves;Marketing;Problemas de rede;Problema com impressão;Média;Fechado;Gabriel;15/01/2025 18:48
HD-468;22/02/2025 16:50;Mariana Dias;Comercial;Solicitação de software;Usuário não consegue acessar o sistema;Alta;Aberto;Guilherme;
HD-469;23/01/2025 13:15;Ana Paula;Financeiro;Acesso ao sistema;Usuário não consegue acessar o sistema;Média;Aberto;Gabriel;
HD-470;04/11/2024 10:06;Bruno Alves;Financeiro;Falha em equipamento;Erro ao abrir planilha;Média;Pendente;Guilherme;
HD-471;21/11/2024 09:21;Luciana Rocha;Marketing;Erro em sistema;Conexão com servidor instável;Baixa;Resolvido;Gabriel;22/11/2024 15:21
HD-472;02/03/2025 09:53;Luciana Rocha;Operações;Falha em equipamento;Solicitação de instalação do Office;Baixa;Resolvido;Guilherme;04/03/2025 08:38
HD-473;26/12/2024 15:41;Luciana Rocha;Comercial;Acesso ao sistema;Usuário não consegue acessar o sistema;Baixa;Em andamento;Guilherme;
HD-474;17/01/2025 10:38;Luciana Rocha;TI;Troca de senha;Solicitação de instalação do Office;Crítica;Fechado;Gabriel;20/01/2025 08:23
HD-475;01/04/2025 10:45;Ana Paula;Financeiro;Solicitação de software;Solicitação de instalação do Office;Baixa;Aberto;Gabriel;
HD-476;15/01/2025 12:13;Carlos Silva;Jurídico;Solicitação de software;Solicitação de instalação do Office;Crítica;Fechado;Paulo;17/01/2025 13:13
HD-477;27/02/2025 11:20;Mariana Dias;Operações;Troca de senha;Erro ao abrir planilha;Alta;Resolvido;Paulo;02/03/2025 08:10
HD-478;12/03/2025 08:41;Fernando Lima;TI;Solicitação de software;Solicitação de instalação do Office;Baixa;Fechado;Gabriel;12/03/2025 11:41
HD-479;29/01/2025 16:19;Luciana Rocha;TI;Solicitação de software;Usuário não consegue acessar o sistema;Alta;Resolvido;Guilherme;31/01/2025 09:19
HD-480;22/12/2024 08:29;Juliana Castro;Jurídico;Erro em sistema;Solicitação de instalação do Office;Média;Pendente;Guilherme;
HD-481;05/04/2025 11:22;João Mendes;TI;Backup;Solicitação de instalação do Office;Baixa;Resolvido;Gabriel;05/04/2025 18:28
HD-482;16/11/2024 12:43;Fernando Lima;Marketing;Backup;Usuário não consegue acessar o sistema;Alta;Pendente;Gabriel;
HD-483;15/12/2024 16:57;Ana Paula;Marketing;Troca de senha;Erro ao abrir planilha;Média;Pendente;Gabriel;
HD-484;11/12/2024 14:11;Bruno Alves;Marketing;Solicitação de software;Usuário não consegue acessar o sistema;Baixa;Fechado;Paulo;12/12/2024 08:11
HD-485;11/10/2024 16:04;Luciana Rocha;Marketing;Acesso ao sistema;Solicitação de instalação do Office;Média;Aberto;Paulo;
HD-486;23/11/2024 11:58;Juliana Castro;Marketing;Solicitação de software;Solicitação de instalação do Office;Média;Fechado;Guilherme;25/11/2024 17:58
HD-487;16/01/2025 08:46;Mariana Dias;TI;Erro em sistema;Solicitação de instalação do Office;Alta;Em andamento;Gabriel;
HD-488;11/11/2024 11:25;Mariana Dias;TI;Troca de senha;Erro ao abrir planilha;Média;Resolvido;Guilherme;12/11/2024 11:25
HD-489;22/12/2024 08:00;Bruno Alves;Operações;Problemas de rede;Usuário não consegue acessar o sistema;Crítica;Resolvido;Gabriel;24/12/2024 10:00
HD-490;05/02/2025 12:32;Ana Paula;Financeiro;Problemas de rede;Solicitação de instalação do Office;Média;Resolvido;Gabriel;06/02/2025 08:02
HD-491;03/12/2024 16:24;Carlos Silva;Financeiro;Falha em equipamento;Solicitação de instalação do Office;Baixa;Aberto;Gabriel;
HD-492;03/03/2025 14:50;Mariana Dias;Marketing;Problemas de rede;Usuário não consegue acessar o sistema;Alta;Aberto;Gabriel;
HD-493;28/01/2025 13:29;Mariana Dias;Operações;Problemas de rede;Solicitação de instalação do Office;Crítica;Fechado;Guilherme;30/01/2025 08:17
HD-494;31/10/2024 15:37;Bruno Alves;TI;Troca de senha;Solicitação de instalação do Office;Média;Resolvido;Guilherme;01/11/2024 09:37
HD-495;20/12/2024 10:12;Luciana Rocha;TI;Acesso ao sistema;Usuário não consegue acessar o sistema;Crítica;Aberto;Guilherme;
HD-496;04/02/2025 09:02;Ana Paula;Operações;Solicitação de software;Usuário não consegue acessar o sistema;Média;Pendente;Gabriel;
HD-497;18/03/2025 10:01;Luciana Rocha;Marketing;Falha em equipamento;Erro ao abrir planilha;Média;Pendente;Guilherme;
HD-498;02/12/2024 15:50;Ana Paula;TI;Backup;Solicitação de instalação do Office;Média;Em andamento;Gabriel;
HD-499;07/11/2024 10:02;João Mendes;Logística;Backup;Troca de senha solicitada;Crítica;Fechado;Gabriel;10/11/2024 08:58
HD-500;29/01/2025 10:44;Luciana Rocha;Marketing;Problemas de rede;Conexão com servidor instável;Crítica;Em andamento;Gabriel;
HD-501;10/03/2025 12:50;João Mendes;Logística;Troca de senha;Problema com impressão;Baixa;Aberto;Gabriel;
HD-502;18/10/2024 08:01;João Mendes;Logística;Acesso ao sistema;Usuário não consegue acessar o sistema;Média;Em andamento;Gabriel;
HD-503;20/10/2024 16:18;Juliana Castro;Logística;Falha em equipamento;Usuário não consegue acessar o sistema;Alta;Pendente;Paulo;
HD-504;25/02/2025 13:04;Luciana Rocha;Marketing;Troca de senha;Usuário não consegue acessar o sistema;Média;Fechado;Guilherme;25/02/2025 18:04
HD-505;21/01/2025 08:34;Fernando Lima;Jurídico;Erro em sistema;Solicitação de instalação do Office;Crítica;Aberto;Gabriel;
HD-506;13/03/2025 13:08;Bruno Alves;Operações;Troca de senha;Problema com impressão;Crítica;Fechado;Guilherme;14/03/2025 08:56
HD-507;15/12/2024 15:39;Fernando Lima;Marketing;Problemas de rede;Problema com impressão;Crítica;Pendente;Paulo;
HD-508;03/12/2024 08:21;Fernando Lima;Operações;Falha em equipamento;Troca de senha solicitada;Crítica;Aberto;Gabriel;
HD-509;28/10/2024 09:54;Bruno Alves;Operações;Troca de senha;Conexão com servidor instável;Alta;Pendente;Gabriel;
HD-510;08/01/2025 16:17;Bruno Alves;Marketing;Backup;Problema com impressão;Crítica;Pendente;Gabriel;
HD-511;15/11/2024 14:49;Ana Paula;Jurídico;Falha em equipamento;Conexão com servidor instável;Crítica;Resolvido;Guilherme;16/11/2024 12:49
HD-512;13/10/2024 11:48;João Mendes;Operações;Erro em sistema;Problema com impressão;Média;Aberto;Gabriel;
HD-513;24/11/2024 08:03;Juliana Castro;Operações;Backup;Usuário não consegue acessar o sistema;Baixa;Pendente;Gabriel;
HD-514;22/11/2024 10:26;Carlos Silva;TI;Problemas de rede;Solicitação de instalação do Office;Alta;Pendente;Gabriel;
HD-515;06/04/2025 10:56;João Mendes;RH;Solicitação de software;Problema com impressão;Média;Pendente;Guilherme;
HD-516;31/10/2024 16:15;Juliana Castro;Operações;Acesso ao sistema;Erro ao abrir planilha;Baixa;Resolvido;Gabriel;01/11/2024 12:15
HD-517;27/01/2025 09:18;Mariana Dias;Jurídico;Problemas de rede;Solicitação de instalação do Office;Alta;Pendente;Gabriel;
HD-518;11/11/2024 16:00;Ana Paula;Logística;Falha em equipamento;Usuário não consegue acessar o sistema;Alta;Fechado;Guilherme;14/11/2024 08:30
HD-519;10/01/2025 12:39;Fernando Lima;Financeiro;Problemas de rede;Usuário não consegue acessar o sistema;Alta;Resolvido;Gabriel;11/01/2025 15:39
HD-520;09/03/2025 13:24;Juliana Castro;RH;Solicitação de software;Solicitação de instalação do Office;Baixa;Aberto;Gabriel;
HD-521;18/12/2024 13:46;Mariana Dias;Marketing;Problemas de rede;Troca de senha solicitada;Baixa;Aberto;Gabriel;
HD-522;11/10/2024 09:32;Juliana Castro;Operações;Backup;Troca de senha solicitada;Crítica;Resolvido;Gabriel;11/10/2024 18:35
HD-523;26/03/2025 11:37;Carlos Silva;TI;Problemas de rede;Usuário não consegue acessar o sistema;Baixa;Em andamento;Gabriel;
HD-524;09/10/2024 12:18;Carlos Silva;Jurídico;Solicitação de software;Usuário não consegue acessar o sistema;Alta;Pendente;Gabriel;
HD-525;23/12/2024 15:25;Luciana Rocha;TI;Solicitação de software;Troca de senha solicitada;Crítica;Fechado;Guilherme;23/12/2024 18:14
HD-526;15/02/2025 15:06;Fernando Lima;Logística;Backup;Troca de senha solicitada;Crítica;Aberto;Gabriel;
HD-527;24/12/2024 13:33;Bruno Alves;Jurídico;Problemas de rede;Conexão com servidor instável;Média;Aberto;Gabriel;
HD-528;26/02/2025 11:33;Luciana Rocha;TI;Acesso ao sistema;Conexão com servidor instável;Crítica;Pendente;Guilherme;
HD-529;11/10/2024 14:57;Fernando Lima;Logística;Acesso ao sistema;Solicitação de instalação do Office;Média;Em andamento;Gabriel;
HD-530;29/12/2024 16:54;João Mendes;Operações;Backup;Erro ao abrir planilha;Média;Aberto;Guilherme;
HD-531;06/02/2025 11:30;Bruno Alves;Operações;Acesso ao sistema;Solicitação de instalação do Office;Alta;Em andamento;Gabriel;
HD-532;12/11/2024 12:33;Juliana Castro;Logística;Backup;Solicitação de instalação do Office;Crítica;Aberto;Guilherme;
HD-533;21/12/2024 14:41;João Mendes;RH;Troca de senha;Solicitação de instalação do Office;Alta;Fechado;Guilherme;23/12/2024 15:41
HD-534;19/12/2024 09:31;Luciana Rocha;Jurídico;Falha em equipamento;Solicitação de instalação do Office;Crítica;Pendente;Paulo;
HD-535;01/04/2025 08:38;Carlos Silva;Marketing;Erro em sistema;Usuário não consegue acessar o sistema;Alta;Em andamento;Gabriel;
HD-536;23/10/2024 14:37;Fernando Lima;Comercial;Backup;Problema com impressão;Baixa;Pendente;Gabriel;
HD-537;30/01/2025 13:49;Mariana Dias;RH;Backup;Problema com impressão;Média;Fechado;Gabriel;01/02/2025 16:49
HD-538;09/11/2024 11:06;Mariana Dias;Logística;Falha em equipamento;Usuário não consegue acessar o sistema;Alta;Fechado;Guilherme;10/11/2024 16:06
HD-539;02/12/2024 16:03;João Mendes;Financeiro;Solicitação de software;Problema com impressão;Baixa;Fechado;Guilherme;05/12/2024 08:36
HD-540;01/02/2025 09:58;Juliana Castro;Logística;Acesso ao sistema;Erro ao abrir planilha;Média;Pendente;Guilherme;
HD-541;01/02/2025 16:18;Luciana Rocha;Marketing;Backup;Problema com impressão;Crítica;Pendente;Paulo;
HD-542;04/04/2025 16:19;Luciana Rocha;Financeiro;Erro em sistema;Usuário não consegue acessar o sistema;Baixa;Fechado;Gabriel;06/04/2025 08:19
HD-543;22/11/2024 08:30;João Mendes;Comercial;Erro em sistema;Problema com impressão;Crítica;Resolvido;Gabriel;24/11/2024 17:30
HD-544;05/04/2025 10:59;Bruno Alves;Operações;Acesso ao sistema;Solicitação de instalação do Office;Baixa;Fechado;Gabriel;06/04/2025 12:59
HD-545;05/11/2024 12:06;Bruno Alves;Operações;Acesso ao sistema;Problema com impressão;Crítica;Em andamento;Gabriel;
HD-546;30/11/2024 10:34;Ana Paula;Operações;Backup;Conexão com servidor instável;Baixa;Resolvido;Gabriel;02/12/2024 08:50
HD-547;08/02/2025 14:57;Carlos Silva;Logística;Acesso ao sistema;Problema com impressão;Crítica;Em andamento;Gabriel;
HD-548;26/10/2024 08:52;Luciana Rocha;Operações;Solicitação de software;Usuário não consegue acessar o sistema;Crítica;Resolvido;Paulo;27/10/2024 15:52
HD-549;26/03/2025 16:03;Luciana Rocha;Financeiro;Backup;Solicitação de instalação do Office;Crítica;Pendente;Guilherme;
HD-550;05/03/2025 09:46;João Mendes;Jurídico;Troca de senha;Troca de senha solicitada;Crítica;Aberto;Gabriel;
HD-551;28/10/2024 16:03;Bruno Alves;Operações;Erro em sistema;Solicitação de instalação do Office;Crítica;Resolvido;Gabriel;30/10/2024 18:49
HD-552;16/10/2024 08:13;Ana Paula;Jurídico;Troca de senha;Problema com impressão;Baixa;Em andamento;Guilherme;
HD-553;18/11/2024 16:33;Mariana Dias;Financeiro;Acesso ao sistema;Usuário não consegue acessar o sistema;Alta;Em andamento;Guilherme;
HD-554;23/03/2025 14:39;Fernando Lima;Marketing;Backup;Troca de senha solicitada;Média;Resolvido;Gabriel;23/03/2025 18:13
HD-555;09/11/2024 09:55;Juliana Castro;Operações;Troca de senha;Usuário não consegue acessar o sistema;Baixa;Em andamento;Gabriel;
HD-556;01/12/2024 12:15;Juliana Castro;Financeiro;Troca de senha;Conexão com servidor instável;Crítica;Pendente;Guilherme;
HD-557;14/02/2025 13:59;Mariana Dias;Operações;Acesso ao sistema;Conexão com servidor instável;Baixa;Em andamento;Guilherme;
HD-558;07/02/2025 09:07;João Mendes;Comercial;Acesso ao sistema;Conexão com servidor instável;Baixa;Fechado;Gabriel;10/02/2025 09:07
HD-559;16/11/2024 09:54;Fernando Lima;Financeiro;Acesso ao sistema;Problema com impressão;Alta;Em andamento;Gabriel;
HD-560;07/03/2025 08:24;Luciana Rocha;Comercial;Backup;Erro ao abrir planilha;Alta;Em andamento;Gabriel;
HD-561;25/02/2025 10:52;Mariana Dias;TI;Falha em equipamento;Problema com impressão;Alta;Pendente;Gabriel;
HD-562;09/11/2024 14:53;Fernando Lima;TI;Solicitação de software;Troca de senha solicitada;Baixa;Em andamento;Guilherme;
HD-563;23/02/2025 15:01;Luciana Rocha;Logística;Troca de senha;Erro ao abrir planilha;Baixa;Resolvido;Gabriel;25/02/2025 08:31
HD-564;11/10/2024 14:22;Luciana Rocha;Jurídico;Problemas de rede;Problema com impressão;Alta;Aberto;Guilherme;
HD-565;12/10/2024 10:56;Bruno Alves;Marketing;Troca de senha;Solicitação de instalação do Office;Crítica;Aberto;Gabriel;
HD-566;27/03/2025 11:23;Ana Paula;Logística;Erro em sistema;Conexão com servidor instável;Crítica;Em andamento;Paulo;
HD-567;22/10/2024 15:49;Fernando Lima;Financeiro;Backup;Usuário não consegue acessar o sistema;Alta;Resolvido;Guilherme;23/10/2024 08:23
HD-568;01/02/2025 13:23;Mariana Dias;Logística;Falha em equipamento;Conexão com servidor instável;Média;Aberto;Gabriel;
HD-569;23/01/2025 12:09;Bruno Alves;RH;Troca de senha;Conexão com servidor instável;Média;Pendente;Guilherme;
HD-570;08/02/2025 12:38;Juliana Castro;Operações;Troca de senha;Solicitação de instalação do Office;Alta;Aberto;Gabriel;
HD-571;11/01/2025 11:12;Luciana Rocha;TI;Troca de senha;Erro ao abrir planilha;Crítica;Em andamento;Gabriel;
HD-572;15/02/2025 16:06;Juliana Castro;Comercial;Acesso ao sistema;Erro ao abrir planilha;Alta;Resolvido;Gabriel;16/02/2025 08:35
HD-573;24/11/2024 14:11;Ana Paula;TI;Solicitação de software;Solicitação de instalação do Office;Baixa;Pendente;Guilherme;
HD-574;12/01/2025 08:43;Mariana Dias;Comercial;Falha em equipamento;Conexão com servidor instável;Alta;Fechado;Gabriel;13/01/2025 09:43
HD-575;30/01/2025 12:27;João Mendes;Comercial;Falha em equipamento;Solicitação de instalação do Office;Média;Pendente;Gabriel;
HD-576;17/11/2024 10:19;João Mendes;RH;Troca de senha;Conexão com servidor instável;Baixa;Fechado;Gabriel;18/11/2024 08:49
HD-577;25/12/2024 11:56;Luciana Rocha;Operações;Solicitação de software;Troca de senha solicitada;Baixa;Aberto;Guilherme;
HD-578;15/12/2024 15:45;João Mendes;Operações;Solicitação de software;Usuário não consegue acessar o sistema;Baixa;Resolvido;Guilherme;16/12/2024 18:22
HD-579;07/01/2025 09:13;Bruno Alves;Comercial;Backup;Erro ao abrir planilha;Alta;Aberto;Paulo;
HD-580;18/02/2025 10:26;Luciana Rocha;Jurídico;Backup;Solicitação de instalação do Office;Crítica;Em andamento;Guilherme;
HD-581;04/04/2025 12:07;Carlos Silva;Jurídico;Backup;Erro ao abrir planilha;Crítica;Fechado;Paulo;05/04/2025 15:07
HD-582;18/02/2025 09:27;Ana Paula;RH;Falha em equipamento;Erro ao abrir planilha;Crítica;Em andamento;Gabriel;
HD-583;22/10/2024 09:44;João Mendes;Marketing;Acesso ao sistema;Solicitação de instalação do Office;Alta;Resolvido;Guilherme;24/10/2024 08:46
HD-584;14/01/2025 15:54;Mariana Dias;Jurídico;Problemas de rede;Erro ao abrir planilha;Crítica;Fechado;Guilherme;16/01/2025 18:33
HD-585;08/03/2025 09:46;Ana Paula;Operações;Erro em sistema;Usuário não consegue acessar o sistema;Alta;Pendente;Guilherme;
HD-586;29/10/2024 12:47;Juliana Castro;Financeiro;Falha em equipamento;Solicitação de instalação do Office;Média;Resolvido;Gabriel;30/10/2024 11:47
HD-587;13/12/2024 11:06;Bruno Alves;RH;Erro em sistema;Erro ao abrir planilha;Crítica;Pendente;Gabriel;
HD-588;17/12/2024 12:28;João Mendes;TI;Erro em sistema;Erro ao abrir planilha;Média;Pendente;Gabriel;
HD-589;13/03/2025 15:01;Carlos Silva;Logística;Problemas de rede;Erro ao abrir planilha;Alta;Fechado;Gabriel;15/03/2025 09:01
HD-590;12/03/2025 11:04;Luciana Rocha;Operações;Backup;Erro ao abrir planilha;Crítica;Em andamento;Guilherme;
HD-591;18/11/2024 08:18;Luciana Rocha;Comercial;Solicitação de software;Usuário não consegue acessar o sistema;Alta;Pendente;Gabriel;
HD-592;14/12/2024 15:58;Luciana Rocha;RH;Acesso ao sistema;Problema com impressão;Média;Resolvido;Gabriel;16/12/2024 08:03
HD-593;10/11/2024 13:36;Luciana Rocha;Logística;Acesso ao sistema;Problema com impressão;Crítica;Fechado;Gabriel;13/11/2024 08:36
HD-594;19/02/2025 08:09;Ana Paula;Comercial;Problemas de rede;Problema com impressão;Alta;Aberto;Gabriel;
HD-595;12/11/2024 15:39;Carlos Silva;Logística;Falha em equipamento;Solicitação de instalação do Office;Baixa;Em andamento;Gabriel;
HD-596;03/01/2025 14:30;Ana Paula;Comercial;Erro em sistema;Troca de senha solicitada;Crítica;Em andamento;Guilherme;
HD-597;10/03/2025 09:06;João Mendes;RH;Backup;Problema com impressão;Média;Resolvido;Guilherme;12/03/2025 18:32
HD-598;10/01/2025 08:08;Carlos Silva;Financeiro;Erro em sistema;Conexão com servidor instável;Média;Resolvido;Gabriel;12/01/2025 08:32
HD-599;18/02/2025 13:08;Bruno Alves;Comercial;Troca de senha;Troca de senha solicitada;Crítica;Em andamento;Guilherme;
HD-600;21/03/2025 15:56;Ana Paula;RH;Backup;Conexão com servidor instável;Média;Pendente;Gabriel;
HD-601;12/02/2025 12:47;Juliana Castro;Marketing;Erro em sistema;Erro ao abrir planilha;Alta;Resolvido;Gabriel;13/02/2025 18:35
HD-602;18/03/2025 15:00;Juliana Castro;Jurídico;Backup;Problema com impressão;Crítica;Fechado;Guilherme;20/03/2025 18:56
HD-603;13/02/2025 15:42;Mariana Dias;Operações;Problemas de rede;Problema com impressão;Média;Fechado;Gabriel;15/02/2025 08:41
HD-604;09/01/2025 11:28;Bruno Alves;Operações;Troca de senha;Erro ao abrir planilha;Baixa;Resolvido;Gabriel;11/01/2025 11:28
HD-605;27/01/2025 08:18;Bruno Alves;Jurídico;Solicitação de software;Solicitação de instalação do Office;Média;Em andamento;Guilherme;
HD-606;04/02/2025 14:43;Ana Paula;Financeiro;Acesso ao sistema;Troca de senha solicitada;Baixa;Aberto;Gabriel;
HD-607;23/03/2025 14:18;Carlos Silva;Financeiro;Erro em sistema;Conexão com servidor instável;Alta;Fechado;Guilherme;25/03/2025 08:47
HD-608;18/01/2025 15:35;Mariana Dias;RH;Solicitação de software;Problema com impressão;Crítica;Fechado;Gabriel;19/01/2025 16:35
HD-609;03/01/2025 15:55;Mariana Dias;Logística;Backup;Problema com impressão;Média;Fechado;Gabriel;05/01/2025 18:45
HD-610;09/02/2025 09:12;Bruno Alves;Jurídico;Falha em equipamento;Conexão com servidor instável;Crítica;Em andamento;Paulo;
