IDChamado,DataAbertura,Solicitante,Departamento,Categoria,DescricaoCurta,Urgencia,Status,TecnicoResponsavel,DataFechamento
581,04/04/2025 12:07,Carlos Silva,Jurídico,Backup,Erro ao abrir planilha,Crítica,Fechado,Paulo,05/04/2025 15:07
580,18/02/2025 10:26,Luciana Rocha,Jurídico,Backup,Solicitação de instalação do Office,Crítica,Em andamento,Guilherme,
579,07/01/2025 09:13,Bruno Alves,Comercial,Backup,Erro ao abrir planilha,Alta,Aberto,Paulo,
578,15/12/2024 15:45,João Mendes,Operações,Solicitação de software,Usuário não consegue acessar o sistema,Baixa,Resolvido,Guilherme,16/12/2024 18:22
577,25/12/2024 11:56,Luciana Rocha,Operações,Solicitação de software,Troca de senha solicitada,Baixa,Aberto,Guilherme,
576,17/11/2024 10:19,João Mendes,RH,Troca de senha,Conexão com servidor instável,Baixa,Fechado,Gabriel,18/11/2024 08:49
575,30/01/2025 12:27,João Mendes,Comercial,Falha em equipamento,Solicitação de instalação do Office,Média,Pendente,Gabriel,
574,12/01/2025 08:43,Mariana Dias,Comercial,Falha em equipamento,Conexão com servidor instável,Alta,Fechado,Gabriel,13/01/2025 09:43
573,24/11/2024 14:11,Ana Paula,TI,Solicitação de software,Solicitação de instalação do Office,Baixa,Pendente,Guilherme,
572,15/02/2025 16:06,Juliana Castro,Comercial,Acesso ao sistema,Erro ao abrir planilha,Alta,Resolvido,Gabriel,16/02/2025 08:35
571,11/01/2025 11:12,Luciana Rocha,TI,Troca de senha,Erro ao abrir planilha,Crítica,Em andamento,Gabriel,
570,08/02/2025 12:38,Juliana Castro,Operações,Troca de senha,Solicitação de instalação do Office,Alta,Aberto,Gabriel,
569,23/01/2025 12:09,Bruno Alves,RH,Troca de senha,Conexão com servidor instável,Média,Pendente,Guilherme,
568,01/02/2025 13:23,Mariana Dias,Logística,Falha em equipamento,Conexão com servidor instável,Média,Aberto,Gabriel,
567,22/10/2024 15:49,Fernando Lima,Financeiro,Backup,Usuário não consegue acessar o sistema,Alta,Resolvido,Guilherme,23/10/2024 08:23
566,27/03/2025 11:23,Ana Paula,Logística,Erro em sistema,Conexão com servidor instável,Crítica,Em andamento,Paulo,
565,12/10/2024 10:56,Bruno Alves,Marketing,Troca de senha,Solicitação de instalação do Office,Crítica,Aberto,Gabriel,
564,11/10/2024 14:22,Luciana Rocha,Jurídico,Problemas de rede,Problema com impressão,Alta,Aberto,Guilherme,
563,23/02/2025 15:01,Luciana Rocha,Logística,Troca de senha,Erro ao abrir planilha,Baixa,Resolvido,Gabriel,25/02/2025 08:31
562,09/11/2024 14:53,Fernando Lima,TI,Solicitação de software,Troca de senha solicitada,Baixa,Em andamento,Guilherme,
561,25/02/2025 10:52,Mariana Dias,TI,Falha em equipamento,Problema com impressão,Alta,Pendente,Gabriel,
560,07/03/2025 08:24,Luciana Rocha,Comercial,Backup,Erro ao abrir planilha,Alta,Em andamento,Gabriel,
559,16/11/2024 09:54,Fernando Lima,Financeiro,Acesso ao sistema,Problema com impressão,Alta,Em andamento,Gabriel,
558,07/02/2025 09:07,João Mendes,Comercial,Acesso ao sistema,Conexão com servidor instável,Baixa,Fechado,Gabriel,10/02/2025 09:07
557,14/02/2025 13:59,Mariana Dias,Operações,Acesso ao sistema,Conexão com servidor instável,Baixa,Em andamento,Guilherme,
556,01/12/2024 12:15,Juliana Castro,Financeiro,Troca de senha,Conexão com servidor instável,Crítica,Pendente,Guilherme,
555,09/11/2024 09:55,Juliana Castro,Operações,Troca de senha,Usuário não consegue acessar o sistema,Baixa,Em andamento,Gabriel,
554,23/03/2025 14:39,Fernando Lima,Marketing,Backup,Troca de senha solicitada,Média,Resolvido,Gabriel,23/03/2025 18:13
553,18/11/2024 16:33,Mariana Dias,Financeiro,Acesso ao sistema,Usuário não consegue acessar o sistema,Alta,Em andamento,Guilherme,
552,16/10/2024 08:13,Ana Paula,Jurídico,Troca de senha,Problema com impressão,Baixa,Em andamento,Guilherme,
551,28/10/2024 16:03,Bruno Alves,Operações,Erro em sistema,Solicitação de instalação do Office,Crítica,Resolvido,Gabriel,30/10/2024 18:49
550,05/03/2025 09:46,João Mendes,Jurídico,Troca de senha,Troca de senha solicitada,Crítica,Aberto,Gabriel,
549,26/03/2025 16:03,Luciana Rocha,Financeiro,Backup,Solicitação de instalação do Office,Crítica,Pendente,Guilherme,
548,26/10/2024 08:52,Luciana Rocha,Operações,Solicitação de software,Usuário não consegue acessar o sistema,Crítica,Resolvido,Paulo,27/10/2024 15:52
547,08/02/2025 14:57,Carlos Silva,Logística,Acesso ao sistema,Problema com impressão,Crítica,Em andamento,Gabriel,
546,30/11/2024 10:34,Ana Paula,Operações,Backup,Conexão com servidor instável,Baixa,Resolvido,Gabriel,02/12/2024 08:50
545,05/11/2024 12:06,Bruno Alves,Operações,Acesso ao sistema,Problema com impressão,Crítica,Em andamento,Gabriel,
544,05/04/2025 10:59,Bruno Alves,Operações,Acesso ao sistema,Solicitação de instalação do Office,Baixa,Fechado,Gabriel,06/04/2025 12:59
543,22/11/2024 08:30,João Mendes,Comercial,Erro em sistema,Problema com impressão,Crítica,Resolvido,Gabriel,24/11/2024 17:30
542,04/04/2025 16:19,Luciana Rocha,Financeiro,Erro em sistema,Usuário não consegue acessar o sistema,Baixa,Fechado,Gabriel,06/04/2025 08:19
541,01/02/2025 16:18,Luciana Rocha,Marketing,Backup,Problema com impressão,Crítica,Pendente,Paulo,
540,01/02/2025 09:58,Juliana Castro,Logística,Acesso ao sistema,Erro ao abrir planilha,Média,Pendente,Guilherme,
539,02/12/2024 16:03,João Mendes,Financeiro,Solicitação de software,Problema com impressão,Baixa,Fechado,Guilherme,05/12/2024 08:36
538,09/11/2024 11:06,Mariana Dias,Logística,Falha em equipamento,Usuário não consegue acessar o sistema,Alta,Fechado,Guilherme,10/11/2024 16:06
537,30/01/2025 13:49,Mariana Dias,RH,Backup,Problema com impressão,Média,Fechado,Gabriel,01/02/2025 16:49
536,23/10/2024 14:37,Fernando Lima,Comercial,Backup,Problema com impressão,Baixa,Pendente,Gabriel,
535,01/04/2025 08:38,Carlos Silva,Marketing,Erro em sistema,Usuário não consegue acessar o sistema,Alta,Em andamento,Gabriel,
534,19/12/2024 09:31,Luciana Rocha,Jurídico,Falha em equipamento,Solicitação de instalação do Office,Crítica,Pendente,Paulo,
533,21/12/2024 14:41,João Mendes,RH,Troca de senha,Solicitação de instalação do Office,Alta,Fechado,Guilherme,23/12/2024 15:41
532,12/11/2024 12:33,Juliana Castro,Logística,Backup,Solicitação de instalação do Office,Crítica,Aberto,Guilherme,
531,06/02/2025 11:30,Bruno Alves,Operações,Acesso ao sistema,Solicitação de instalação do Office,Alta,Em andamento,Gabriel,
530,29/12/2024 16:54,João Mendes,Operações,Backup,Erro ao abrir planilha,Média,Aberto,Guilherme,
529,11/10/2024 14:57,Fernando Lima,Logística,Acesso ao sistema,Solicitação de instalação do Office,Média,Em andamento,Gabriel,
528,26/02/2025 11:33,Luciana Rocha,TI,Acesso ao sistema,Conexão com servidor instável,Crítica,Pendente,Guilherme,
527,24/12/2024 13:33,Bruno Alves,Jurídico,Problemas de rede,Conexão com servidor instável,Média,Aberto,Gabriel,
526,15/02/2025 15:06,Fernando Lima,Logística,Backup,Troca de senha solicitada,Crítica,Aberto,Gabriel,
525,23/12/2024 15:25,Luciana Rocha,TI,Solicitação de software,Troca de senha solicitada,Crítica,Fechado,Guilherme,23/12/2024 18:14
524,09/10/2024 12:18,Carlos Silva,Jurídico,Solicitação de software,Usuário não consegue acessar o sistema,Alta,Pendente,Gabriel,
523,26/03/2025 11:37,Carlos Silva,TI,Problemas de rede,Usuário não consegue acessar o sistema,Baixa,Em andamento,Gabriel,
522,11/10/2024 09:32,Juliana Castro,Operações,Backup,Troca de senha solicitada,Crítica,Resolvido,Gabriel,11/10/2024 18:35
521,18/12/2024 13:46,Mariana Dias,Marketing,Problemas de rede,Troca de senha solicitada,Baixa,Aberto,Gabriel,
520,09/03/2025 13:24,Juliana Castro,RH,Solicitação de software,Solicitação de instalação do Office,Baixa,Aberto,Gabriel,
519,10/01/2025 12:39,Fernando Lima,Financeiro,Problemas de rede,Usuário não consegue acessar o sistema,Alta,Resolvido,Gabriel,11/01/2025 15:39
518,11/11/2024 16:00,Ana Paula,Logística,Falha em equipamento,Usuário não consegue acessar o sistema,Alta,Fechado,Guilherme,14/11/2024 08:30
517,27/01/2025 09:18,Mariana Dias,Jurídico,Problemas de rede,Solicitação de instalação do Office,Alta,Pendente,Gabriel,
516,31/10/2024 16:15,Juliana Castro,Operações,Acesso ao sistema,Erro ao abrir planilha,Baixa,Resolvido,Gabriel,01/11/2024 12:15
515,06/04/2025 10:56,João Mendes,RH,Solicitação de software,Problema com impressão,Média,Resolvido,Guilherme,07/04/2025 19:36:14
514,22/11/2024 10:26,Carlos Silva,TI,Problemas de rede,Solicitação de instalação do Office,Alta,Pendente,Gabriel,
513,24/11/2024 08:03,Juliana Castro,Operações,Backup,Usuário não consegue acessar o sistema,Baixa,Pendente,Gabriel,
512,13/10/2024 11:48,João Mendes,Operações,Erro em sistema,Problema com impressão,Média,Aberto,Gabriel,
511,15/11/2024 14:49,Ana Paula,Jurídico,Falha em equipamento,Conexão com servidor instável,Crítica,Resolvido,Guilherme,16/11/2024 12:49
510,08/01/2025 16:17,Bruno Alves,Marketing,Backup,Problema com impressão,Crítica,Pendente,Gabriel,
509,28/10/2024 09:54,Bruno Alves,Operações,Troca de senha,Conexão com servidor instável,Alta,Pendente,Gabriel,
508,03/12/2024 08:21,Fernando Lima,Operações,Falha em equipamento,Troca de senha solicitada,Crítica,Aberto,Gabriel,
507,15/12/2024 15:39,Fernando Lima,Marketing,Problemas de rede,Problema com impressão,Crítica,Pendente,Paulo,
506,13/03/2025 13:08,Bruno Alves,Operações,Troca de senha,Problema com impressão,Crítica,Fechado,Guilherme,14/03/2025 08:56
505,21/01/2025 08:34,Fernando Lima,Jurídico,Erro em sistema,Solicitação de instalação do Office,Crítica,Aberto,Gabriel,
504,25/02/2025 13:04,Luciana Rocha,Marketing,Troca de senha,Usuário não consegue acessar o sistema,Média,Fechado,Guilherme,25/02/2025 18:04
503,20/10/2024 16:18,Juliana Castro,Logística,Falha em equipamento,Usuário não consegue acessar o sistema,Alta,Pendente,Paulo,
502,18/10/2024 08:01,João Mendes,Logística,Acesso ao sistema,Usuário não consegue acessar o sistema,Média,Em andamento,Gabriel,
501,10/03/2025 12:50,João Mendes,Logística,Troca de senha,Problema com impressão,Baixa,Aberto,Gabriel,
500,29/01/2025 10:44,Luciana Rocha,Marketing,Problemas de rede,Conexão com servidor instável,Crítica,Em andamento,Gabriel,
499,07/11/2024 10:02,João Mendes,Logística,Backup,Troca de senha solicitada,Crítica,Fechado,Gabriel,10/11/2024 08:58
498,02/12/2024 15:50,Ana Paula,TI,Backup,Solicitação de instalação do Office,Média,Em andamento,Gabriel,
497,18/03/2025 10:01,Luciana Rocha,Marketing,Falha em equipamento,Erro ao abrir planilha,Média,Pendente,Guilherme,
496,04/02/2025 09:02,Ana Paula,Operações,Solicitação de software,Usuário não consegue acessar o sistema,Média,Pendente,Gabriel,
495,20/12/2024 10:12,Luciana Rocha,TI,Acesso ao sistema,Usuário não consegue acessar o sistema,Crítica,Aberto,Guilherme,
494,31/10/2024 15:37,Bruno Alves,TI,Troca de senha,Solicitação de instalação do Office,Média,Resolvido,Guilherme,01/11/2024 09:37
493,28/01/2025 13:29,Mariana Dias,Operações,Problemas de rede,Solicitação de instalação do Office,Crítica,Fechado,Guilherme,30/01/2025 08:17
492,03/03/2025 14:50,Mariana Dias,Marketing,Problemas de rede,Usuário não consegue acessar o sistema,Alta,Aberto,Gabriel,
491,03/12/2024 16:24,Carlos Silva,Financeiro,Falha em equipamento,Solicitação de instalação do Office,Baixa,Aberto,Gabriel,
490,05/02/2025 12:32,Ana Paula,Financeiro,Problemas de rede,Solicitação de instalação do Office,Média,Resolvido,Gabriel,06/02/2025 08:02
489,22/12/2024 08:00,Bruno Alves,Operações,Problemas de rede,Usuário não consegue acessar o sistema,Crítica,Resolvido,Gabriel,24/12/2024 10:00
488,11/11/2024 11:25,Mariana Dias,TI,Troca de senha,Erro ao abrir planilha,Média,Resolvido,Guilherme,12/11/2024 11:25
487,16/01/2025 08:46,Mariana Dias,TI,Erro em sistema,Solicitação de instalação do Office,Alta,Em andamento,Gabriel,
486,23/11/2024 11:58,Juliana Castro,Marketing,Solicitação de software,Solicitação de instalação do Office,Média,Fechado,Guilherme,25/11/2024 17:58
485,11/10/2024 16:04,Luciana Rocha,Marketing,Acesso ao sistema,Solicitação de instalação do Office,Média,Aberto,Paulo,
484,11/12/2024 14:11,Bruno Alves,Marketing,Solicitação de software,Usuário não consegue acessar o sistema,Baixa,Fechado,Paulo,12/12/2024 08:11
483,15/12/2024 16:57,Ana Paula,Marketing,Troca de senha,Erro ao abrir planilha,Média,Pendente,Gabriel,
482,16/11/2024 12:43,Fernando Lima,Marketing,Backup,Usuário não consegue acessar o sistema,Alta,Pendente,Gabriel,
481,05/04/2025 11:22,João Mendes,TI,Backup,Solicitação de instalação do Office,Baixa,Resolvido,Gabriel,05/04/2025 18:28
480,22/12/2024 08:29,Juliana Castro,Jurídico,Erro em sistema,Solicitação de instalação do Office,Média,Pendente,Guilherme,
479,29/01/2025 16:19,Luciana Rocha,TI,Solicitação de software,Usuário não consegue acessar o sistema,Alta,Resolvido,Guilherme,31/01/2025 09:19
478,12/03/2025 08:41,Fernando Lima,TI,Solicitação de software,Solicitação de instalação do Office,Baixa,Fechado,Gabriel,12/03/2025 11:41
477,27/02/2025 11:20,Mariana Dias,Operações,Troca de senha,Erro ao abrir planilha,Alta,Resolvido,Paulo,02/03/2025 08:10
476,15/01/2025 12:13,Carlos Silva,Jurídico,Solicitação de software,Solicitação de instalação do Office,Crítica,Fechado,Paulo,17/01/2025 13:13
475,01/04/2025 10:45,Ana Paula,Financeiro,Solicitação de software,Solicitação de instalação do Office,Baixa,Aberto,Gabriel,
474,17/01/2025 10:38,Luciana Rocha,TI,Troca de senha,Solicitação de instalação do Office,Crítica,Fechado,Gabriel,20/01/2025 08:23
473,26/12/2024 15:41,Luciana Rocha,Comercial,Acesso ao sistema,Usuário não consegue acessar o sistema,Baixa,Em andamento,Guilherme,
472,02/03/2025 09:53,Luciana Rocha,Operações,Falha em equipamento,Solicitação de instalação do Office,Baixa,Resolvido,Guilherme,04/03/2025 08:38
471,21/11/2024 09:21,Luciana Rocha,Marketing,Erro em sistema,Conexão com servidor instável,Baixa,Resolvido,Gabriel,22/11/2024 15:21
470,04/11/2024 10:06,Bruno Alves,Financeiro,Falha em equipamento,Erro ao abrir planilha,Média,Pendente,Guilherme,
469,23/01/2025 13:15,Ana Paula,Financeiro,Acesso ao sistema,Usuário não consegue acessar o sistema,Média,Aberto,Gabriel,
468,22/02/2025 16:50,Mariana Dias,Comercial,Solicitação de software,Usuário não consegue acessar o sistema,Alta,Aberto,Guilherme,
467,14/01/2025 10:58,Bruno Alves,Marketing,Problemas de rede,Problema com impressão,Média,Fechado,Gabriel,15/01/2025 18:48
466,19/11/2024 08:52,Luciana Rocha,Comercial,Problemas de rede,Usuário não consegue acessar o sistema,Alta,Em andamento,Gabriel,
465,09/12/2024 09:07,Fernando Lima,Comercial,Falha em equipamento,Erro ao abrir planilha,Alta,Resolvido,Guilherme,11/12/2024 08:00
464,18/03/2025 10:12,Fernando Lima,TI,Problemas de rede,Problema com impressão,Crítica,Fechado,Guilherme,19/03/2025 08:32
463,27/10/2024 16:57,Mariana Dias,Jurídico,Acesso ao sistema,Problema com impressão,Média,Resolvido,Gabriel,27/10/2024 18:25
462,10/10/2024 08:39,João Mendes,Logística,Problemas de rede,Solicitação de instalação do Office,Crítica,Resolvido,Gabriel,13/10/2024 08:32
461,15/03/2025 10:54,Luciana Rocha,Operações,Erro em sistema,Erro ao abrir planilha,Crítica,Fechado,Gabriel,16/03/2025 08:37
460,10/10/2024 14:16,Fernando Lima,Comercial,Erro em sistema,Solicitação de instalação do Office,Baixa,Pendente,Gabriel,
459,09/03/2025 16:20,Mariana Dias,Marketing,Falha em equipamento,Solicitação de instalação do Office,Baixa,Aberto,Paulo,
458,10/03/2025 14:26,Luciana Rocha,Operações,Falha em equipamento,Conexão com servidor instável,Crítica,Em andamento,Gabriel,
457,03/01/2025 15:07,Bruno Alves,Financeiro,Backup,Problema com impressão,Crítica,Resolvido,Gabriel,05/01/2025 08:18
456,29/12/2024 15:24,Mariana Dias,TI,Backup,Problema com impressão,Baixa,Em andamento,Gabriel,
455,26/12/2024 11:06,João Mendes,RH,Erro em sistema,Conexão com servidor instável,Alta,Em andamento,Guilherme,
454,07/11/2024 13:02,João Mendes,Operações,Solicitação de software,Conexão com servidor instável,Média,Pendente,Gabriel,
453,07/02/2025 15:17,Fernando Lima,TI,Erro em sistema,Conexão com servidor instável,Média,Em andamento,Gabriel,
452,05/02/2025 12:07,Carlos Silva,Logística,Problemas de rede,Troca de senha solicitada,Média,Em andamento,Guilherme,
451,24/10/2024 09:49,Ana Paula,Financeiro,Problemas de rede,Erro ao abrir planilha,Média,Pendente,Guilherme,
450,18/12/2024 08:25,Bruno Alves,RH,Acesso ao sistema,Solicitação de instalação do Office,Média,Em andamento,Guilherme,
449,31/10/2024 15:36,Mariana Dias,Logística,Troca de senha,Usuário não consegue acessar o sistema,Alta,Resolvido,Guilherme,02/11/2024 09:36
448,29/01/2025 12:08,Juliana Castro,Logística,Falha em equipamento,Problema com impressão,Alta,Fechado,Gabriel,29/01/2025 17:08
447,18/11/2024 14:28,Carlos Silva,Logística,Problemas de rede,Conexão com servidor instável,Baixa,Aberto,Guilherme,
446,27/02/2025 14:08,Mariana Dias,Operações,Acesso ao sistema,Usuário não consegue acessar o sistema,Média,Em andamento,Gabriel,
445,12/12/2024 13:41,Mariana Dias,Comercial,Acesso ao sistema,Problema com impressão,Crítica,Pendente,Gabriel,
444,05/02/2025 16:51,Mariana Dias,Logística,Solicitação de software,Usuário não consegue acessar o sistema,Baixa,Resolvido,Paulo,06/02/2025 18:51
443,01/12/2024 15:45,Luciana Rocha,Financeiro,Falha em equipamento,Erro ao abrir planilha,Alta,Fechado,Gabriel,02/12/2024 13:45
442,01/12/2024 14:34,Luciana Rocha,TI,Erro em sistema,Conexão com servidor instável,Média,Aberto,Gabriel,
441,04/02/2025 13:05,Bruno Alves,Financeiro,Problemas de rede,Troca de senha solicitada,Alta,Pendente,Gabriel,
440,04/12/2024 13:10,Juliana Castro,Logística,Troca de senha,Solicitação de instalação do Office,Média,Em andamento,Gabriel,
439,29/12/2024 13:47,Carlos Silva,Jurídico,Problemas de rede,Usuário não consegue acessar o sistema,Média,Aberto,Guilherme,
438,21/11/2024 11:31,Ana Paula,Comercial,Problemas de rede,Troca de senha solicitada,Crítica,Aberto,Gabriel,
437,21/12/2024 14:56,Carlos Silva,Financeiro,Acesso ao sistema,Solicitação de instalação do Office,Baixa,Pendente,Paulo,
436,18/10/2024 08:40,Ana Paula,Marketing,Erro em sistema,Conexão com servidor instável,Alta,Resolvido,Paulo,18/10/2024 14:40
435,14/03/2025 14:56,Bruno Alves,Financeiro,Troca de senha,Problema com impressão,Baixa,Pendente,Gabriel,
434,21/12/2024 14:21,Mariana Dias,Logística,Troca de senha,Conexão com servidor instável,Baixa,Fechado,Gabriel,23/12/2024 10:21
433,05/11/2024 12:06,Juliana Castro,Marketing,Acesso ao sistema,Conexão com servidor instável,Baixa,Em andamento,Guilherme,
432,16/10/2024 14:38,Bruno Alves,Operações,Problemas de rede,Solicitação de instalação do Office,Crítica,Fechado,Gabriel,17/10/2024 14:38
431,25/10/2024 10:28,Fernando Lima,RH,Problemas de rede,Conexão com servidor instável,Crítica,Pendente,Gabriel,
430,18/01/2025 11:27,Mariana Dias,Marketing,Solicitação de software,Conexão com servidor instável,Crítica,Em andamento,Guilherme,
429,05/01/2025 14:08,Luciana Rocha,Jurídico,Problemas de rede,Usuário não consegue acessar o sistema,Alta,Aberto,Guilherme,
428,03/02/2025 16:43,Juliana Castro,Jurídico,Troca de senha,Erro ao abrir planilha,Média,Aberto,Guilherme,
427,26/01/2025 14:24,Luciana Rocha,RH,Solicitação de software,Troca de senha solicitada,Baixa,Aberto,Gabriel,
426,17/12/2024 16:58,Carlos Silva,Marketing,Erro em sistema,Troca de senha solicitada,Média,Em andamento,Guilherme,
425,11/10/2024 15:12,João Mendes,Jurídico,Backup,Problema com impressão,Média,Aberto,Gabriel,
424,27/02/2025 09:34,Fernando Lima,Logística,Erro em sistema,Troca de senha solicitada,Média,Resolvido,Gabriel,28/02/2025 16:34
423,02/04/2025 09:45,Fernando Lima,Comercial,Backup,Usuário não consegue acessar o sistema,Média,Aberto,Guilherme,
422,21/12/2024 14:47,Bruno Alves,TI,Backup,Conexão com servidor instável,Alta,Fechado,Guilherme,23/12/2024 18:47
421,21/11/2024 08:11,Carlos Silva,TI,Solicitação de software,Solicitação de instalação do Office,Crítica,Pendente,Gabriel,
420,30/12/2024 08:46,João Mendes,Marketing,Problemas de rede,Usuário não consegue acessar o sistema,Baixa,Em andamento,Gabriel,
419,05/04/2025 09:11,Ana Paula,Financeiro,Solicitação de software,Troca de senha solicitada,Média,Pendente,Gabriel,
418,14/01/2025 16:45,Mariana Dias,Jurídico,Solicitação de software,Conexão com servidor instável,Média,Pendente,Gabriel,
417,24/11/2024 13:11,Carlos Silva,RH,Backup,Troca de senha solicitada,Média,Resolvido,Guilherme,25/11/2024 08:49
416,20/03/2025 15:00,Fernando Lima,TI,Backup,Conexão com servidor instável,Crítica,Aberto,Gabriel,
415,31/03/2025 15:58,Ana Paula,Financeiro,Problemas de rede,Usuário não consegue acessar o sistema,Alta,Em andamento,Guilherme,
414,14/11/2024 09:17,Juliana Castro,RH,Falha em equipamento,Solicitação de instalação do Office,Alta,Em andamento,Gabriel,
413,07/02/2025 09:31,Fernando Lima,Operações,Solicitação de software,Solicitação de instalação do Office,Baixa,Em andamento,Guilherme,
412,14/02/2025 15:02,João Mendes,Comercial,Falha em equipamento,Erro ao abrir planilha,Média,Resolvido,Guilherme,17/02/2025 08:03
411,26/02/2025 12:55,Fernando Lima,Financeiro,Backup,Problema com impressão,Baixa,Em andamento,Guilherme,
410,06/03/2025 08:55,Bruno Alves,TI,Backup,Troca de senha solicitada,Alta,Pendente,Guilherme,
409,22/02/2025 16:33,Ana Paula,Logística,Acesso ao sistema,Troca de senha solicitada,Média,Fechado,Gabriel,24/02/2025 08:04
408,06/02/2025 09:04,Carlos Silva,Logística,Problemas de rede,Problema com impressão,Baixa,Aberto,Gabriel,
407,19/01/2025 09:24,Bruno Alves,Logística,Backup,Solicitação de instalação do Office,Baixa,Pendente,Guilherme,
406,25/02/2025 08:38,Mariana Dias,Logística,Falha em equipamento,Usuário não consegue acessar o sistema,Baixa,Aberto,Gabriel,
405,16/11/2024 12:08,Mariana Dias,Marketing,Solicitação de software,Solicitação de instalação do Office,Baixa,Resolvido,Gabriel,19/11/2024 08:01
404,07/01/2025 09:01,Luciana Rocha,TI,Falha em equipamento,Conexão com servidor instável,Baixa,Pendente,Gabriel,
403,17/03/2025 16:07,Luciana Rocha,Marketing,Erro em sistema,Solicitação de instalação do Office,Baixa,Em andamento,Gabriel,
402,25/11/2024 13:44,Mariana Dias,TI,Backup,Troca de senha solicitada,Média,Aberto,Gabriel,
401,03/01/2025 11:11,Mariana Dias,Marketing,Troca de senha,Usuário não consegue acessar o sistema,Média,Fechado,Guilherme,03/01/2025 17:11
400,09/10/2024 10:43,Carlos Silva,Operações,Troca de senha,Usuário não consegue acessar o sistema,Média,Aberto,Guilherme,
399,16/02/2025 13:51,Juliana Castro,TI,Problemas de rede,Usuário não consegue acessar o sistema,Baixa,Resolvido,Gabriel,19/02/2025 12:51
398,21/11/2024 12:45,Mariana Dias,RH,Falha em equipamento,Solicitação de instalação do Office,Média,Resolvido,Gabriel,21/11/2024 16:45
397,28/02/2025 12:49,Luciana Rocha,Operações,Acesso ao sistema,Erro ao abrir planilha,Média,Resolvido,Gabriel,28/02/2025 15:49
396,02/01/2025 16:35,Ana Paula,TI,Acesso ao sistema,Troca de senha solicitada,Média,Aberto,Gabriel,
395,04/01/2025 10:15,Bruno Alves,Jurídico,Solicitação de software,Problema com impressão,Baixa,Pendente,Gabriel,
394,23/10/2024 14:56,Bruno Alves,Marketing,Backup,Usuário não consegue acessar o sistema,Crítica,Fechado,Guilherme,24/10/2024 18:56
393,30/01/2025 16:46,Bruno Alves,Operações,Backup,Usuário não consegue acessar o sistema,Baixa,Em andamento,Gabriel,
392,20/02/2025 12:27,Mariana Dias,Comercial,Falha em equipamento,Troca de senha solicitada,Média,Pendente,Gabriel,
391,03/11/2024 16:24,João Mendes,Jurídico,Falha em equipamento,Troca de senha solicitada,Alta,Em andamento,Gabriel,
390,17/10/2024 15:14,Bruno Alves,Operações,Problemas de rede,Troca de senha solicitada,Crítica,Em andamento,Guilherme,
389,04/12/2024 15:50,Luciana Rocha,RH,Falha em equipamento,Conexão com servidor instável,Média,Fechado,Gabriel,06/12/2024 17:50
388,24/01/2025 14:52,Ana Paula,Logística,Acesso ao sistema,Usuário não consegue acessar o sistema,Baixa,Em andamento,Guilherme,
387,02/01/2025 08:23,Luciana Rocha,Marketing,Backup,Conexão com servidor instável,Média,Em andamento,Gabriel,
386,15/02/2025 16:25,Mariana Dias,Jurídico,Problemas de rede,Problema com impressão,Baixa,Aberto,Guilherme,
385,03/11/2024 15:26,Mariana Dias,Logística,Solicitação de software,Troca de senha solicitada,Crítica,Em andamento,Guilherme,
384,29/11/2024 11:25,Fernando Lima,Financeiro,Problemas de rede,Problema com impressão,Baixa,Pendente,Gabriel,
383,24/10/2024 13:19,Mariana Dias,Financeiro,Solicitação de software,Erro ao abrir planilha,Crítica,Pendente,Guilherme,
382,07/12/2024 08:01,Carlos Silva,Financeiro,Falha em equipamento,Solicitação de instalação do Office,Alta,Em andamento,Paulo,
381,22/02/2025 12:44,Fernando Lima,Financeiro,Acesso ao sistema,Erro ao abrir planilha,Alta,Fechado,Guilherme,25/02/2025 10:44
380,28/03/2025 16:39,Fernando Lima,Operações,Falha em equipamento,Erro ao abrir planilha,Crítica,Resolvido,Gabriel,30/03/2025 18:15
379,31/12/2024 09:11,Mariana Dias,Logística,Solicitação de software,Erro ao abrir planilha,Baixa,Aberto,Gabriel,
378,12/01/2025 08:37,Mariana Dias,Jurídico,Acesso ao sistema,Erro ao abrir planilha,Alta,Pendente,Gabriel,
377,13/01/2025 16:34,Fernando Lima,Financeiro,Erro em sistema,Usuário não consegue acessar o sistema,Baixa,Fechado,Gabriel,14/01/2025 08:15
376,17/10/2024 16:44,João Mendes,Financeiro,Problemas de rede,Usuário não consegue acessar o sistema,Crítica,Em andamento,Guilherme,
375,16/10/2024 15:08,Bruno Alves,Logística,Solicitação de software,Usuário não consegue acessar o sistema,Crítica,Fechado,Guilherme,18/10/2024 18:08
374,09/03/2025 08:00,Juliana Castro,Operações,Erro em sistema,Conexão com servidor instável,Média,Em andamento,Gabriel,
373,12/03/2025 13:52,Ana Paula,Operações,Falha em equipamento,Erro ao abrir planilha,Baixa,Aberto,Gabriel,
372,21/01/2025 09:07,Juliana Castro,Marketing,Erro em sistema,Solicitação de instalação do Office,Baixa,Aberto,Gabriel,
371,17/03/2025 15:18,João Mendes,RH,Problemas de rede,Usuário não consegue acessar o sistema,Baixa,Em andamento,Guilherme,
370,02/02/2025 16:22,João Mendes,TI,Troca de senha,Solicitação de instalação do Office,Crítica,Resolvido,Guilherme,05/02/2025 08:58
369,01/04/2025 12:35,Luciana Rocha,Logística,Backup,Conexão com servidor instável,Alta,Pendente,Gabriel,
